,userName,content,score
439,Lisha Agustine,Tik tok aku kalau di buka cuman menampilkan logonya aja udh di update bukannya tambah benar malah enggak sampai harus di uninstall dulu baru di install lagi udh berkali-kali begitu. Tolong dong di perbaiki dan diperhatikan lagi,1
440,Rosiah Lubis,"Tiktok sekarang jelek,setelah di update sering banget gabisa kebuka aplikasinya,ngelag,padahal hp masih bagus.woy tiktok ini kenapa sih saya udah nge download 6 kali berturut''disini tiktoknya tetap ga kebuka,segala cara udh di lakuin tetap ga kebuka,liat tutor di yt juga sama aja gabisa.",1
441,Shiyami Maghfiroh,"Akhir2 ini, Udh seminggu install ulang terus aplikasi tiktok nya.. cuma keluar logo aja, habis itu ngeblang loading lama,. Masa tiap buka aplikasi tiktok install ulang terus.. kan cape.. tolong dong d perbaiki",1
442,085217248918 Amell,"Ada apa sih sama tiktok... Ngelag2 pas di uninstall trus download lagi log in lagi lewat FB Palah muter2 doang..!! Plis lah tiktok betulin Dikit lah,jangan makin bikin kecewa pengguna gegara tiktok shop di off trus ini di tambah ngelag2... Aahhhh sudah lah🥴",2
443,VINO Vino,"Tiktok ni lagi rusak,apa kenapa dah masak harus uninstall dulu baru bisa masuk lagi,saya sudah 1 hari g bisa buka tiktok,tapi setelah di uninstall baru bisa.Surat terbuka untuk tiktok tolong benerin masalahnya biar kita bisa memakai dengan nyaman",1
444,Nadia Humaira,"Saya udah update wifinya juga bagus tetapi gak bisa masuk tiktok padahal sudah masuk tetapi seperti di keluarkan lagi, saya jg sudah melihat videonya tp ttp aja kayak keluar dri tiktok nya trs nge hang, itu knp ya?",2
445,Putra Situmeang,"Ini tiktok kenapa yaaa, ga bisa di buka, di uninstall dulu terus di download lagi baru bisa di buka aplikasi nya. Itupun 2 hari kemudian ga bisa di buka lagi, hapus lagi download lagi, 2 hari hapus lagi download lagi. UDAH 2 MINGGU GINI TIKTOK NYA",1
446,ERICHA RAHAYU,"Tiktok ku gak bisa dibuka dipencet berkali""juga tetep gak bisa , kalaupun bisa itu cuma muncul gambar logo tiktok aja , setiap hari harus hapus tiktok dan instal aplikasi tiktok lagi biar bisa dibuka, mohon tiktok untuk segera diperbaiki",1
447,Fatimah Nurjannah,"Haduh ini tiktok gimana sih patahan udah banyak yang ngeluh tapi gak pernah diperbaiki malah nambah fitur baru yang gak penting dan kita juga gak begitu butuh, niat gak sih bikin kita semua nyaman? Kalau niat ya diperbaikin dong!! Capek tau gak bolak balik tt unistal dowload terus mana gak bisa sehari gak liat tt lagi!! Udah lah buat tiktok kek dulu aja yang gak ngeleg dan gak nyusahin penggunanya",1
448,Charren Jesslyn,"tiktok skrg jdi makin buruk, setiap update maupun tidak selalu ada bug tidak bisa dibuka dan hanya keliatan logonya, lalu fitur posting ulang hilang di saya, tolong di perbaiki lagi.",1
449,Nurulchanifah 96,3 minggu lalu sy update tiktonya tp setelah itu setiap buka tiktok berat bangrt... hp sya ngga kuat... malahan loading lama setelah itu langsung mati hp saya... dari 3 minggu lalu jd saya ngga bisa liat tiktok lg..soalnya setiap sy buka apk nya pasti langsung mati hp saya...,2
450,Fikri CN,"Tiktok sekarang kenapa si? Kok malah jadi aneh, setelah di update bukannya malah optimal kok malah ngebug, padahal penyimpanan masih banyak, saya kira cuman saya yang ngerasain ternyata sudah banyak pengguna lain mengeluhkan hal yang sama",2
451,Fia Khasanah,"Saya kasih bintang 4 karena sering ngeleg dan kadang""gak bisa dibuka tapi bagus cuman sedikit masalah tidak papa saya suka dan lengkap sekali ada film anak sampai dewasa bagus"" cuman itu masalahnya.tapi tetap download ya guys karena ini bagus sekali 😊😊😊😊 kalian kalo mau cari""lirik juga bisa pokoknya semua itu bisa tetap support tiktok👍👍👍",4
452,Najwa Hana Kamila,"Setlah update, tiktok jadi sering ngelag, setiap saya mau masuk tiktok, masuknya lama banget, terus pas saya keluar dari tiktok gk ada bekas masuknya, setiap keluar juga hp sya sering lag, padahal ram HP saya masih banyak, jadi tolong tiktok diperbaiki kaya dulu aja",1
453,Alivia Oktaviani,"Aneh bgt skrg bentar² mesti hapus dan download ulang kalo ga buat gitu sama sekali ga bisa dibuka..,, tolong lah tik tok perbaiki sistem'nya apa apalah.. maaf yaa jangan buat seperti aplikasi sampah.",1
454,OD Direction,Kenapa tiktok saya sering tidak bisa di buka muncul logo terus. Mesti di hapus data / di berhentikan tetap sama gak bisa. Kecuali di hapus dulu terus instal ulang baru bisa Tolong dong di perbaiki lagi,1
455,NAHDLATUL ULAMA STORE,"Tik Tok setelah di update makin gak karuan... sering gak bisa di buka, harus uninstall dan install lagi dan lagi sampah sering kali numpuk meskipun hanya buka sebentar saja....mohon di perbaiki lagi kedepannya Tik Tok",1
456,Galuh Rizky,"Kok jadi gini ya tiktok, sering uninstal instal ulang gara gara tiap buka tiktok cuma logo nya aja jadi buat HP lemoooot bangeeet.. Padahal tiktok apk info paling uptodate.. Tolong lahhh diperbaiki lagi, padahal sebelumnya gak pernah kayak gini",1
457,Messi Haris,"tiktok anehh, pdhl jaringan sy bagus, sinyal lancar"" aja, tapi pas sy mau main tiktok, kok malah tdk bisa masuk ke tiktok nya, loading terus di logo tiktok nya, pdhl sy lagi pengen main tiktok.. trus memori sy pdhl masih banyak banget yg kosong.. ni tiktok tolong perbaiki bug nya, aku udh kesal lama"" sm tiktok karena tdk bisa masuk ke apk nya..🙏🏻🙏🏻!!!!!!",1
458,Nur Laili,Makin berat ajah nih aplikasi tiktok...susah buat di buka nya ...padahal ram msh banyak ...sinyal OK kudu di hapus trs dowload lg baru bisa buka ...trs gk bisa buka lg ...kaya gitu ajah trs ...makin kesini makin susah nih tiktok.,1
459,Hikmatul Fitriyah,Sekarang jadi tiap hari eror. Kalo udah eror munculnya cuma logo tiktok doang. Jadi kalo udah kayak gitu harus instal ulang.. sehari bisa 2 kali instal loh. Tolong dong pihak tiktok di upgrade lagi aplikasinya 🙏🏻,2
460,Muhammad Abdulrozak,"Aplikasi yang baik menurut saya , banyak pengajian ,ilmu pengetahuan dll seperti halnya yang positif ,dan apa yang belum tahu dari tiktok lah Dengan teknologi yang canggih bisa mengeshare banyak berbagai macam macam yang orang orang yang belum tahu . Thanks sukses selalu Tiktok .",5
461,bawel ikupokak,Kenapa setiap saya masuk ke tik tok hp saya langsung ngeblank trus mati sendiri dan mulai ngrestart sendiri kalau sudah gitu saya langsung unistal aplikasi nya setelah beberapa saat baru install lagi ... Setelah 4 hari 5 hari gitu lagi JD saya capek unistal trus install lagi.. Mohon penjelasan nya... terimakasih,1
462,Muhammad Nauval Akbar,Mungkin bug atau apalah. Saya pakai app ini dulu biasa aja gak ada masalah. Sekarang saya pakai beberapa hari saya buka gak bisa kalau download ulamg baru bisa masuk gimana ini kasih kompensasi dong data saya habis buat download terus,2
463,rakhakhaizan99 khaizan,Saya kasih 3 dlu. Dikarenakan abis update ini banyak sekali bug seperti bug tidak masuk ke dalam aplikasi nya dan freeze di saat baru masuk,3
464,Santi Ani,"Tolong kembalikan tiktok yg bisa langsung belanja 😭, mungkin lebih baik d atur aja yg untuk barang luar indo biar kita tetep bisa belanja umkm lewat tiktok karena kalok lewat toko oren muahall banget dan gak nemu yg bahannya bagus 🥺",3
465,Heri Kuswanto,"Saya perhatikan dlm waktu 1buln ini tiktok bnyak bngt ulasan yg kurang nyaman dan cnderjng bnyk yg nge-lag saat buka tiktok, itu juga saya alami di seminggu terakhir, sdah sangat sering uninstall trs install lgi, tpi tetap sama saja, tolong #tiktok diperbaiki lgi,",3
466,Daffa Adzikra0489,"Tiktok kenapa baru baru ini sering banyak kesalahan dah. Td saya mau buka Tik tok, app gk mau kebuka, sampe saya spam tetep gk mau. Dan mohon, untuk menambahkan Layanan lokasi untuk akun ke 2, jangan cuman ke akun utama. Karena di akun ke 2 saya, itu akun organisasi. Jadi kalo ada kegiatan organisasi diluar lingkungan sekolah, bisa saya informasikan. Mohon kerjasamanya",2
467,Kartika Aji,"Mantap betul video video yang ada di tiktok sangat menghihur dan memberikan tontonan dalam hal pemutar video ya, nikmati beragam video dengan konsistensi yang begitu menarik ya, dalam beberapa aplikasi pemutar video yang pernah aku cobain aplikasi ini lah salah satu yang paling bagus dan mantap banget, diantara beberapa aplikasi pemutar video yang pernah aku cobain aplikasi inilah yang paling mantap banget, selain itu nyaris tanpa bug sama sekali ya.",5
468,Xavier Nazary Wijaya,"Mohon perbaiki bug tiktok yang tidak bisa dibuka, saya sudah beberapa kali membuka tiktok dan selalu kembali ke halaman berenda ponsel, saya sudah mencoba menghapus data dan itu tidak efektif sama sekali 🙏🙏🙏",1
469,Nur Afiyah,"Tolong tik tok, saya udah bolak balik pasang copot aplikasi terus, karena aplikasinya selalu tidak bisa di buka, entah kenapa, tolong segera di perbaiki, lama2 kalo gini terus mending di uninstal aja selama2nya",1
470,Nganu ART,"Untuk developernya tolong perbaiki bug bug yang ada, kebanyakan aku dari teman temang nggak bisa posting foto menggunakan mode stitch atau geser jadi tolong di perbaiki lagi bug bug yang ada",3
471,Intan Mustika Nsp,Dalam seminggu udah 3 kali saya bongkar pasang tik tok...hadeh...kenapa sih ini...gak biasanya lo...yuk lah diperbaiki lagi..kembalikan ke mode yang dulu..padahal saya suka sekali apk ini...huhuhu...setelah diperbaiki maka akan saya perbaiki juga penilaian saya,2
472,Anzar Grezz,Sering nga bisa ke buka di hp tiktok nya... sebelu nya normal normal aja. Pas sering update. Seperti itu... jadi klo mau masuk tiktoh hapus dulu apk nya download lagi baru bisa masuk lagi. Ke tiktok,1
473,Habil Sanggau 123,"tik tok makin gajelas,masa pas hp gw lowbet,udh gw cas,terus gw buka tik tok malah stuck,padahal sebelum update gk gini, tolong dong perbaiki bug ny,malas gw abis gw idpun hp gw dari lowbet harus download tik tok lagi biar bisa nonton,cape gw kalo gini terus,.",1
474,Pak Guru,"Aplikasi bagus menghibur,cuma akhir² ini bug misalnya tidak bisa masuk ke dalam apk tiktok,lag saat nonton video, penonton mentok di 200 semoga bisa di perbaiki lagi",5
475,Muhammad Fajar,"kenapa setelah update jadi sering stuck di loading jeng? di hapus normal lg tp selang beberapa hari kumat lagi, dan juga akhir""ini tiktok malah bikin hp cepet panas dari sebelum""nya, hadeh gausah di sok""an update apk ny klo malah bikin nambah banyak problem yg baru",1
476,Euis Pebri,"Parah tiktok sekarang,masa seh tiap pagi klu saya buka tiktok cuma logo tiktok doang,ga bisa kebuka tiktok nya. Jd sayah harus Download ulang lagi,baru bisa kebuka tiktok nya Setelah sayah baca ulasan,hampir semua dsini sama derita nya kaya saya Tolong dong diperbaiki lagih, makin lama bukan makin canggih malah makin ga bagus",1
477,iqur taufiq,"saya kira hape saya yang tidak mampu, ternyata aplikasinya yang eror, semoga diperbaiki lagi, sementara saya hapus dulu aplikasi tiktok dari hp saya, nanti kalo sudah tidak normal lagi saya download kembali.. Terimakasih 🙏",1
478,Ika Kartika,"masa setelah diperbarui jadi gabisa buka aplikasinya. cuma ada gambar logonya aja, ini gimana sih bukannya meningkat setelah diperbarui, malah makin aneh bgt!",1
479,Muhammad Lutfi Pratama,"Setelah update, tiktok saya jadi tidak bisa di buka, kalo mau buka tiktok jalan satu satunya harus uninstall aplikasinya dan di download lagi, saya cukup kecewa karena sehari sekali saya harus mendownload ulang aplikasinya",2
480,Holifah Lifah,"Tolong d perbaiki tiktok nya, semakin berat untuk d buka, masa dibuka yg muncul logo nya doang ngga bisa liat2 yg lain nya. Biasa nya ngga seperti ini tiktok kenapa Semakin kesini Semakin ngga enak buat gunakan nya.",2
481,Kharisma Anjelita,"Akhir-akhir ini tiktok sering error, tidak bisa dibuka. pas dibuka cuma muncul logo. saya sudah hapus dan instal ulang 4× tapi tetap sama saja error. draf saya sejak 2020 pun hilang semua gara-gara saya instal ulang. tolong diperbaiki agar tidak sering error. Untuk draf yang hilang, apakah draf nya bisa kembali?",2
482,Yudhi Rilva,"Sekarang tiktok saya subtitles dan translate nya hgak muncul lagi, dan kalau dulu masih bisa full layar dengan menggeser layar pakai dua jari sekarang tidak bisa lagi, tolong bantuannya min",2
483,Endah Purnamasari,"Aplikasi hiburan yg bisa dinikmati kapan aja , banyak hal hal lucu yg bisa di liat , cari ilmu agama juga ada , jadi bisa interaksi sama idola , nonton Drakor juga bisa , tp ttp harus hati-hati kadang hal hal yg menyimpang juga muncul . Kudu bisa pilih2 hiburan positif. Terimakasih ya",5
484,Rama Lana Komara,"Parah banget nih aplikasi , sering bikin HP gue nge hang , banyak banget bug nya , berat sering gak bisa kebuka aplikasinya , Ram 8 giga aja bikin hp crash terus , kacau nih aplikasi bikin virus",1
485,serlla anggraeni,"setelah diupdate tiktok selalu error, buka apk tiktok kadang logo nya doang dan menjadi lemot ke apk yang lainnya terus hp sering ngebug or ngelag, harus di uninstall trs di install lagi dan lagi mohon kerja sama nya tiktok supaya yang menggunakan tiktok nyaman kembali mengunakan nya",1
486,vernanda putranto,"Sebenarnya aplikasi nya bagus, cuma kadang pas mau masuk gk bisa dan cuma stuk di logo, sama kebawa lag ke semua apk lain, jadi tolong di perbaiki tiktok",1
487,Yustry Aini,"Kenapa tiktok sering muncul logo doang,gak bisa buka. Al hasil setiap hari jadi uninstall dan download ulang tiktok terus. Tolong dong diperbaiki. Mau jualan pun susah ditiktok jadinya",2
488,Afur Lk,"devolever..kenapa sekarang setiap mau masuk tiktok sllu keluar terus ya?and hp jd panas, ngebug parah, apknya baguss menghibur. tapi setelah update jadi kek gni.. tolong di perbaiki lagi yaa... terimakasi.",2
489,Likha Ika,"dulu baik"" saja,kenapa sekarang sering banget ga bisa di buka,keluar logo saja dan ga bisa masuk,kqlo di uninstal dan di instal lagi baru bisa masuk,tolong di perbaiki supaya pengguna nyaman seperti dulu,tanpa ngelag dan ga bisa masuk dan keluhan"" lain nya🙏🙏",3
490,Zahwa Lailatulaini,"Jelek banget lah, nge bug banget aplikasi lain yg di hp saya gk ngebug tapi cuman tiktok dong yg ngebug parah, tolong di perhatikan lagi bikin hp orang rusak aja, sebagusan tiktok versi china punya, setiap pembaharuan tidak terjadi masalah",1
491,anik sri,"Tiktok knp sih... Jadi bikin ngelag hp? Setiap buka tiktok cuma muncul logo aja, nggak masuk masuk. Bikin hp jadi ngefreez dulu akhirnya berimbas ke yg lain. Tolong solusi, nggak sekali 2kali begini",3
492,Bagas Folita,"To tik tok Kenapa ya akhir² ini sering tidak terbuka aplikasi dan walaupun terbuka untuk masuk ke video sangat²lama,jadi saya harus uninstall dulu selanjutnya instal lagi baru mau terbuka tolong diperbaiki",2
493,Putri Mutiara Sari,"Tiktok lagi kenapa ya? Buka aplikasi cuma logo aja, trus coba uninstal, dan instal lagi draft hilang semua😭, tolong diperbaiki dan tindak lebih lanjut supaya pengguna bisa lebih nyaman tanpa ada bug atau ngelag😔",3
494,Rafa Maritza,"Video nya bagus,juga bisa baca cerita cerita pendek,tapi tolong...ada masalah,tiap mau buka tiktok pasti kalau sudah dibuka beberapa kali,tiba tiba tidak bisa dibuka,saat ditekan malah hanya muncul logo,dan tidak bisa masuk,jadi saya harus mendownload ulang,ini sudah berulang kali terjadi,mohon diperbaiki.",4
495,Jojo Ranto,"Tiktok memang aplikasi yang sangat seru dan menyenangkan di saat bosan dengan menonton tiktok rasa bosan pun hilang tapi, ada kekurangan tiktok selama apdet tiktok lama lama gk jelas banyak virus nya HP saya gadang ngelek kadang mati sendiri saat membuka tiktok., """"",2
496,sainul hasan sainul hasan,"Kenapa harus kek gini tiktok leg terus gak bisa di buka mohon di perbaiki lagi,capek harus menghapus dn daftar agar bisa buka tiktok tolong di perbaiki demi kenyamanan semua🙏, Terulang lagi tiktok sering gak bisa di buka udah upgrade masih tetap sama sangat kecewa",1
497,titania berlina,"Maaf mau nanya, kan aku udah update nih ya tpi knpa belum ke update ya? Pdhl semua apk bisa di update tpi tiktok doang yang ngga bisa. Terus jg logo keranjang buat belanjannya jg kgk ada. Dihh sebel bet dah Kasih solusi dong kak/bang",5
498,David I,"Setelah update, aplikasi gak bisa dibuka. Biasanya pemakaian ram hanya sampai 2,6Gb, tapi saat aplikasinya gak bisa dibuka malah membuat hape ngelag dan pemakaian ram sampai 3,3Gb dari 4Gb",2
499,Ovi Oktaviani,"Cape banget sama tiktok yg sekarang astaga , sering ga bisa di buka jadi harus di uninstal dulu terus download lagi baru bisa , tpi masa harus begitu terus setiap hari .. Gimana sih tiktok , tolong dong di perbaiki ...",1
500,Erni Arumsari,Tolong diperbaiki . Knpa tiktok setelah di perbaharui semakin berat padahal ram masih banyak apk yang di jalannya hanya wa dan tiktok saja!!!!!,3
501,hazira zira,"Ini kenapa tik tok sekarang susah banget masuk,kalau pun masuk paling cuma di logo nya aja,gak sampai ke video.makin lama bukan nya jadi bagus malah gak bisa di pakai,harus di hapus dlu baru instal lagi biar bisa masuk",2
502,Zahra Meisya Putri,"tiktok semakin eror setelah diupdate hanya muncul logo nya saja tidak bisa dibuka harus uninstall dan install lg baru bisa terbuka sudah beberapa kali seperti itu terus, tolong pihak tiktok perbaiki lagi aplikasinya agar bisa membuka tiktok dgn nyaman lagi",2
503,Fitri dv,"Update bukan tambah bagus malah tambah berat...main tiktok dalam jaringan lancar trus charge 100% full, bisa langsung turun 60% dalam waktu 45 menit,padahal hp yang saya gunakan masih sangat normal dan kapasitasnya besar...",2
504,RADEN MAS AGUS,"Setelah update terbaru saya pertanggal 21 September 2023, Aplikasi nya GK bisa dibuka hanya logo saja, sangat berat dan lambat, sepertinya banyak bugsnya.. tolong dong diperbaiki sebelum nanti ditinggal para penggunanya.",1
505,Karida Hayfa,"TikTok ku akhir"" ini sering eror, susah dibuka, bahkan kadang aku kalo buka TikTok harus di playstore dulu, trus aku juga pernah uninstall trus aku install lagi karna ga bisa di buka. TikTok ku ga bisa di bukaaa😭😭 Padahal udah aku update",2
506,Satu Dua,"Monetisasi video dong buat creator tiktok adain biar video kita bisa mendapatkan penghasilan, jadi gak perlu nunggu yang kirim"" give buat menghasilkan uang, kalo di adain fitur monetisasi videonya semoga tiktok bisa bersaing dengan YouTube dan fb dan menjadi aplikasi yang bisa menghasilkan uang.",5
507,SebastianR bastian,Tolong ada bug yang dimana aku gkbisa masuk ketiktok nunggu Ampe Berjam jam gk masuk masuk padahal aku gk pake mod atau cit aku jadi bosen gk bisa nonton tiktok biasanya bisa tolong perbaiki masalah ini ya developernya jangan dibiarin trus aku udh hapus semua data cache memory dan virus yg ada tapi masih gitu tolong diperbaiki,3
508,aulia renata,"tiktok ini kenapa ya setiap aku buka aplikasi nya gabisa? sudah 2 kali saya harus unistall aplikasi ini dulu baru bisa buka, mungkin bug atau emang hp ku? jika bug atau ada gangguan saya berharap segera di perbaiki",3
509,KevinBadminton,"Udah seminggu terakhir ini bug di app lo gak dibenerin. Masa; 1. Buka app stuck di logo 2. Hp jadi nge hank, jadinya di restart paksa 3. Solusi yg gue tau cuman unnistall-install app lo ini Sampai gak ada update terbaru gue kasih bintang 1 dulu",1
510,Roy Dika Rahayu,"Kepada developer tiktok,,saya dari tiktok mengetahui konten konten digital, tapi tolong dong hp saya ram 2 serasa berat bangtt:),lebih berat dari ml,, saya mohon segera di perbaiki kepada tiktok supaya pengguna hp kentang bisa kembali normal seperti semula #k3luhanhpkentang",1
511,7E Sisi Shelomitha,"kesel banget sekarang sama tiktok, kalau dibuka selalu gabisa atau selalu muncul logonya doang, harus dihapus terus download lagi bikin males, semakin bikin males pas tiktok shop di tutup, saya jadi gabisa beli barang di tiktok shop, padahal harganya murah"".",1
512,Sarahsarah Sarah,Tolong ya setelah di update ini kok semakin error' ya ga bisa di buka dan cuma keluar logo nya mohon lebih di perhatikan lagi dalam peng updatean aku kira hp ku yg ngeleg ternyata setelah membaca beberapa ulusan ada yg sama masalah nya.Sekali lagi mohon untuk tiktok kebenaran nya dalam peng update an,2
513,Maswiyati Putritari,"Kezel banget sama tik tok gara2 aplikasi ini yang macet hp saya jadi ikut macet gak bisa dipencet layar cuma logo tiktok n kada full Hitam .kalo apk ini diuninstal normal kembali ,saya dowload ulang karena masih ada pesanan yang blm selesai . Padahal tadinya gak gini setelah pembaharuan malah gini .ini sangat mengganggu 1 jam lebih hp saya gak bisa digunakan kalo pas buka tiktok LG eror",1
514,Rohadi Water,"Sumpah udah bolak balik buat donlot lagi tiktok, kenapa dahhh kalo mau buka tiktok tiba tiba lag, ga bisa kebuka. kesel donlot donlot donlot mulu, kenapa sih? Ribet tau ga, mau tiktokan enak enak malah lag lagi lag lagi. udah donlot tiktok sehari bisa 4 kali, gendenggggggg",1
515,Yunita Anggiani,"Heran, masak setiap hari kalau mau buka tiktok harus uninstal dan instal lagi, kalau gk kayak gitu setiap di buka akan mentok di Logo dan setelah itu Hp jadi Bug 😌 tolong diperbaiki udah 3 hari begini, Hp jadi eror dan gk jalan Karena Setiap Buka Tiktok Langsung eror 😒",1
516,Haikal Ciptadi,"setelah update kok jadi aneh ya?? hp saya poco f1 pas buka aplikasi kadang"" stuck di logo dan juga hp saya tiba-tiba lag semua kayak ada virusnya ni aplikasi.saya hapus terus install lagi awal-awal lancar tiba-tiba kumat lagi GAJELAS!!",1
517,Akunhhhtersayang,"Akhir akhir ini tiktok setelah update banyak hal terjadi entah itu ngelag dan ngebug , dan ini yang sering saya alami, knp pas saya buka tiktok malah g kepencet trus pas masuk lama banget pas keluar g ada tu bekas apk tiktok Tolong di perbaiki🔪",1
518,Aniie Chetyanie CHANNEL,Tiktok tambah kesini tambah jelek aja .. Tiap mau buka cuma muncul logonya aja nggak bisa di buka .. Terus tiap hari harus downdload hapus dan download lagi .. Tolong di perbaiki sistemnya terimakasih,2
519,Alif Sakti,"ini tiktok lagi kenapa sih? suka banget keluar sendiri dari aplikasi, malah seringgg bangett. Ini tolong di perbaiki ya, ga cuma itu.. tiktok kenapa menghapus tiktokshop? kasian loh penjual² di tiktok yg udh berusaha semaksimal mungkin. Apalagi yg udh tua.. ada bener ya juga aplikasi medsos dan e-commerce ga boleh di gabung.. tpi diskon diskon tiktok nya lumayann 😭😔, lain kali di perbaiki ya Developer Tiktok.",2
520,Ratih Manjari,"akhir² ini tiktok sering lag gajelas, setiap mau buka tiktok hp langsung down dan mati sndiri stelah uninstall tiktok hp baru ga down lagi. kirain hanya hp saya yg bermasalah tapi setelah saya tanya ke temen saya ternyata tiktok punya dia juga sama seperti itu. mohon di perbaiki ya tiktok, kalau lama² tetap seperti ini lebih baik saya uninstall permanen",1
521,Avinka AzkhaHaqiqi,"Tiktok, dari tanggal 24 September sampai saat ini saya tidak bisa membuka tiktok sama sekali hanya muncul layar lalu HP saya lag, saat saya tanyakan kepada teman teman saya mereka mengalami hal yang sama, tolong diperbaiki tiktok, saya bosan tidak melihat tiktok selama 1 minggu.",1
522,Imam Cuy,"Ud 3 x install ulang hp krn d kira hp yg bermslah, ternyata aplikasi tiktok nya bkin eror, setelah di update malah bkin bug hp. Tlong dong developer segera diperbaiki, klu g bkal bnyak yg uninstall tiktok nantinya, krn bkin hp ngebug setiap mau buka tiktok, tiktok g kebuka hp nya malah ngebug g bisa apa apa, mesti dimatiin bru bisa jalan lg, kan sayang klu sampe terjadi uninstall aplikasi massal",1
523,Faisal Imam,"Kenapa akhir akhir ini tiktok gangguan terus, setiap membuka cuma sampe logo tiktok saja dan berat sekali pdahal HP saya ram 8 tapii kenapa jadi parah harus uninstall dowload ulang lagi terus terusan bgtu!!! Mana tanggapan nya",1
524,QUISQA KEVIRALEANDRA PUTRI DIBRATA,"Saat dipakai hanya terlihat logo, dan jika kembali ke layar utama hp nya malah ngehang. Mohon untuk diperbaiki, aku udh uninstall, download, uninstall, download, uninstall, download baru bisa. Begitu berulang kali, lebih dari 3x",3
525,Wiiji Fitriana,Kenapa akhir² ini tik tok sering ngelag ya?mau buka aplikasi tik tok lama banget tiba-tiba keluar sendiri jadinya semua aplikasi ikutan ngelag juga. Tolong di perbaiki lagi!!,2
526,Dvtoo Official,"tiktok sekarang kok nggak bisa di buka ya?, kalau tiktoknya di buka malah ngestuck di logo tiktoknya terus kalau keluar dari tiktoknya hp langsung ngelag dan aplikasi yang lain juga ikut ngelag, bahkan membuat hp ngehang sampai macet tidak bisa di gerakan, bahkan hp saya bisa sampai mati, jadi seolah olah tiktok ada virusnya, hp saya ram 4/64 dan memori hp nya masih banyak karena saya reset hp nya, saya kira memang hp saya yang ngehang, ternyata gara gara tiktok, PERBAIKILAH SECEPAT MUNGKIN !!!",1
527,Serly Tay Moy Yun,"apk tiktok benar2 kacau akhir2 ini, apa hanya aku doang?? masa iya sih aku udah hapus trs instal lagi... besoknya gak bisa kebuka lagi hapus lagi instal lagi.. emang harus gitu mulu... plisss dong di benerin apk nyaa.....",1
528,wahyu Irawati,Selama ini oke2 aja pake tiktok .. Tapi kenapa skrg jadi error??????? Pliess. Tiktok diperbaiki lagi donk...eman udah banyak penggemar malah gak bisa difungsikan ....hiks hiks...syedihh...kacihan...,2
529,Alie Wahyudhie,"Tiktok kenapa sekarang sulit untuk di buka dan sering macet kalaw dibuka, harus di unistal dulu baru di instal ulang baru bisa dibuka, tolong lah perbaiki lebih baik lagi dan buat nyaman para pengguna tiktok,",1
530,Kikien RS,"Setelah update tidak bisa terbuka. Hanya logo tiktok saja muncul sebentar lalu pergi begitu saja spt hantu. Uninstall dan install lagi, akhirnya bisa jalan. Besoknya terulang lagi. Apa iya harus tiap hari unisntall dan install tiktok bro? Hayati lelah. Ini indikasi apa sih? Tolong beri solusi, sepertinya banyak yg punya permasalahan serupa. Kondisi hp sendiri dlm keadaan prima",3
531,FF GAMING,"Terjadi bug aplikasi tidak bisa di buka, hanya stuck di logo tiktok saja, harus di uninstall ulang baru bisa di buka, tolong di perbaiki,karena ini sering terjadi dan semua orang juga mengalami ini",1
532,Suci Nur Riski,"Sekarang setiap buka apk TikTok selain lama dan cuma munculin logonya doang, habis itu HP ke restart sendiri. Padahal ruang memori masih banyak bahkan udah hapus apk lain tapi sama aja setiap buka tiktok mengulang lagi HP ke restart sendiri",1
533,gareng gareng,"Bagus tapi setelah di update nge lek terus + ndonlout nya lama , Tapi menguntungkan soalnya dapat poin yang bisa di tukar dengan uang. Terus mohon di perbaiki hp saya rusak (eror) karena tiktok",2
534,Wahyu Prima,"tik tok kenapa si makin kesini makin gajelas, aku uda berkali-kali uninstall tiktok grgr tiktoknya loading terus gabisa dibuka dan bikin hp jadi ngelag! tolong di perbaiki, bug ini merugikan orang banyak !",1
535,Reza Reffi,Tolonggg perhatian kenapa saya setelah menggunakan tiktok seharian tetapi subuhnya tiktok terjadi bag tolong perhatikan aplikasi tiktok tidak bisa di buka kembali seperti tidak support. Saya harus menghapus aplikasinya terlebih dahulu lalu menginstal ulang lagi ini sangat merepotkan selain pemborosan saya sebagai pengguna merasa kecewa!,1
536,Yosi Anexa,"Saya penguna tiktok dari tahu 2020 saya sangat terbantu dengan aplikasi tiktok,tapi kok sekarang pas saya buka tiktok kok ngk bisa cuma logo tiktok nya aja yang ada udh ditunggu beberapa menit tetep aja biasanya ditunggu beberapa detik aja udah ada video nya tapi sekarang kok GK ada ya ,mohon untuk kreator tik tok tolong dibenahi 🙏🙏",2
537,Shalsabila,"Coba perbaiki lagi,ga jelas tau tiktok nya ga bisa di buka,ga seru , minimal perbaiki dulu kalo mau banyak yg puas,gimana si udah ngeleg,eror,cepet panas,ga bisa di buka, sering update,dah 5 kali gw download ulang",1
538,Singgi Alya,"Tik tok kenapa ini, pas di bukak kok ga bisa? cuma muncul logonya aja itu lama bgttt.... sekali udah ku uninstall lalu install lagi baru bisa di buka masa iya setiap mau buka tik tok harus uninstall dulu trus install lagi. tolong lah di perbaiki... banyak juga yang mengeluh dgn keluhan yang sama, tindakannya mana ini",1
